"report"
"""Objective: assess the efficacy of intermittent versus continuous prophylactic treatment in bipolar disorder. Year-long follow-up to determine relapse rates and hospitalization frequency among patients with a history suggestive early warning signs, using structured clinical interviews for manic episodes (SCID-M) as diagnostic criteria; active group received monthly depot neuroleptics while control subjects were on an ad-hoc regimen of oral medication based upon prodromal symptoms. Yearly psychiatric outpatient department chart reviews showed that the intermittent treatment cohort experienced fewer hospitalizations and a lower incidence rate, with less frequent manic episodes preceding relapse compared to continuous prophylaxis."
"""Objective: compare outcomes in patients treated intermittently versus continuously for generalized anxiety disorder (GAD). Patients randomized into two groups received either monthly depot neuroleptics or an as-needed oral regimen based on the presence of prodromal symptoms. Over a year, those receiving intermittent treatment demonstrated fewer hospitalizations and reduced severity scores using GADS; however structured assessments revealed that continuous prophylaxis was superior in maintaining social functioning."
"""Objective: evaluate whether short-term versus long-acting neuroleptic agents reduce relapse rates more effectively among patients with major depressive disorder (MDD). A year-long study compared the effects of intermittent depot injections to a yearly oral regimen on MDE episodes, hospitalizations due directly or indirectly related events. Results indicated that those receiving monthly infusions experienced fewer relapses and shorter durations between acute phases."
"""Objective: investigate relapse rates in patients with obsessive-compulsive disorder (OCD) undergoing different prophylactic treatment schedules over one year; half received depot neuroleptics at intervals determined by the emergence of prodromal symptoms, while others followed a continuous oral regimen. Chart reviews showed that intermittent administration led to fewer hospitalizations and lower OCD severity scores using Y-BOCS compared with those on constant medication."
"""Objective: determine if brief versus extended prophylactic treatment impacts relapse rates in patients diagnosed post-diagnosis onset of schizophrenia over one year; half received monthly depot neuroleptics, while others were treated as symptoms presented. Findings indicated that the intermittent group had fewer hospitalizations and a lower frequency/severity rate for psychotic episodes."
"""Objective: assess if brief prophylactic treatment reduces relapse rates in patients with bipolar disorder compared to continuous long-term medication over one year; half received monthly depot neuroleptics, while others followed an as-needed oral regimen based on prodromal symptoms. Results showed that the intermittent group had fewer hospitalizations and a lower frequency of manic episodes."
"""Objective: evaluate"
"""Objective: assess the efficacy of intermittent versus continuous prophylaxis in preventing relapse among schizophrenic patients. Methodology involved a double-blind, randomized trial with one group receiving depot neuroleptic medication and another placebo over two years while being followed at psychiatric outpatient departments across London hospitals; primary outcomes included survival without hospitalization for schizophrenia-related symptoms or tardive dyskinesia incidence as per DSM-III criteria."""
"""This study aimed to compare the relapse rates of schizophrenic patients under intermittent versus continuous neuroleptic prophylaxis. Over a two-year period, participants were randomly assigned either an active depot medication group receiving brief courses every six months (intermittent) or placebo control groups; outcomes measured survival without hospitalization for schizophrenia symptoms and extrapyramidal effects using structured assessments."""
"""We evaluated the impact of intermittent versus continuous neuroleptic prophylaxis on schizophrenic patients' relapse rates. Patients were randomized to receive either depot medication intermittently over two years, with a brief course every six months (intermittent group), or placebo control groups receiving no treatment at all; main outcomes included survival without hospitalization for schizophrenia symptoms and extrapyramidal effects as assessed by structured scales."""
"""The objective was set on comparing relapse rates in schizophrenic patients under intermittent versus continuous neuroleptic prophylaxis. A double-blind, randomized trial spanned two years with participants either receiving depot medication intermittently (every six months) or placebo; primary outcomes were survival without hospitalization for schizophrenia symptoms and extrapyramidal effects using structured assessments."""
"""This study aimed to evaluate the efficacy of an intermittent versus continuous neuroleptic prophylaxis regimen in schizophrenic patients. Over a period spanning two years, participants received either depot medication every sixth month (intermittent) or placebo; main outcomes included survival without hospitalization for schizophrenia symptoms and extrapyramidal effects as assessed by structured scales."""
"""We aimed to determine the effectiveness of intermittent versus continuous neuroleptic prophylaxis in preventing schizophrenic relapse. A randomized trial conducted over two years involved patients receiving either depot medication every six months (intermittent) or placebo; key outcomes were survival without hospitalization for schizophrenia symptoms and extrapyramidal effects as measured by structured assessments."""
"""The study aimed to compare the efficacy of intermittent versus continuous neuroleptic prophylaxis in schizophrenic relapse prevention. Over two years, patients received either depot medication every six months (intermittent) or placebo; primary outcomes included survival without hospitalization for schizophrenia symptoms and extrapyramidal effects as assessed by structured scales."""
"""Objective: assess the efficacy of intermittent neuroleptic prophylaxis in schizophrenic patients. Yearly follow-up to characterize relapse patterns and evaluate administration methods during a brief course treatment period, focusing on early non-psychotic prodromal symptoms as potential relapses indicators design year with randomized double-blind methodology involving an active control group receiving placebo versus the depot medication neuroleptic intermittent therapy cohort experiencing initial symptom recurrence. Yearly psychiatric outpatient department charting across London hospitals tracking stable patients meeting DSM-IV criteria for schizophrenia, primary outcome measures including survival rates post-relapse and hospitalization frequencies alongside extrapyramidal effects incidence using structured assessments like SASSI-II to gauge social functioning adjustments with a focus on prodromal symptoms frequency results indicating relapse occurrences. Yearly follow-up period highlighting intermittent treatment group lower scores in frequent exacerbations of negative side-effects, contrasting continuous depot neuroleptic prophylaxis's superior prevention against psychotic and dysphoric morbidity."""
"""Objective: evaluate the impact year-on-year clinical outcomes for schizophrenic patients under an experimental protocol involving brief courses selective serotonin reuptake inhibitors (SSRIs) as intermittent treatment. Yearly assessments to identify prodromal signs of relapse, with a randomized double-blind trial design assigning placebo versus active control groups receiving standard neuroleptic medication regimens; yearly follow-up in psychiatric outpatient settings across London hospitals for stable patients meeting DSM-IV criteria focusing on survival rates post-relapse and hospitalization frequencies alongside extrapyramidal effects incidence using structured assessments like SASSI-II to gauge social functioning adjustments. Yearly tracking of intermittent treatment group lower scores regarding frequent exacerbations compared with continuous neuroleptic prophylaxis, highlighting superior prevention against psychotic morbidity."""
"""Objective: assess the efficacy year-on-year clinical outcomes for schizophrenic patients under an experimental protocol involving brief courses selective serotonin reuptake inhibitors (SSRIs) as alternative intervention. Yearly assessments to identify prodromal signs of relapse with a randomized double-blind trial design assigning placebo versus active control groups receiving standard neuroleptic medication regimens; yearly follow-up in psychiatric outpatient settings across London hospitals for stable patients meeting DSM-IV criteria focusing on survival rates post-relapse and hospitalization frequencies alongside extrapyramidal effects incidence using structured assessments like SASSI-II to gauge social functioning adjustments. Yearly tracking of intermittent treatment group lower scores regarding frequent exacerbations compared with continuous neuroleptic prophylaxis, highlighting superior prevention against psychotic morbidity."""
"""Objective: evaluate the efficacy year-on-year clinical outcomes for schizophrenic patients under an experimental protocol involving brief"
