"report"
"""pt pt c o feeling slightly fatigued mild headache generalize dizziness recent travel history physical examination normal heart sounds clear lungs auscultation bilaterally no wheezes or crackles, nppc wnl mmse regular rhythm bp 120/80 r/t sitting and standing. Recent upper respiratory infection reported; cough productive of yellow-green sputum.""  ""pt pt c o experiencing intermittent chest pain radiating to left arm recent history positive for myocardial infarction physical examination reveals no significant findings except mild tachycardia, normal S1/S2 heart sounds without murmurs or gallops auscultation clear lungs bilateral breath sound equal. Electrolyte panel within reference range.""  ""pt pt c o reporting fatigue and shortness of breathing on exertion recent history positive for diabetes mellitus physical examination reveals a BMI in the obese category; no edema, peripheral pulses intact normal S1/S2 heart sounds without murmurs auscultation clear lungs bilateral breath sound equal. Recent HbA 12g/dL.""  ""pt pt c o feeling unusually warm with intermittent chills generalize fatigue recent history of upper respiratory infection physical examination reveals a temperature consistent at febrile state; no other significant findings except for mild tachycardia, normal S1/S2 heart sounds without murmurs auscultation clear lungs bilateral breath sound equal. Chest x-ray shows increased interstitial markings.""  ""pt pt c o reporting general malaise and diffuse abdominal pain recent history of alcohol consumption physical examination reveals a distended abdomen with palpable liver edge; no signs or symptoms indicative to splenomegaly, normal S1/S2 heart sounds without murmurs auscultation clear lungs bilateral breath sound equal. Recent CBC shows elevated WBC count.""  ""pt pt c o experiencing general weakness and intermittent palpitations recent history of hypertension physical examination reveals a BP consistently in the hypertensive range; no other significant findings except for tachycardia, normal S1/S2 heart sounds without murmurs auscultation clear lungs bilateral breath sound equal. Chest x-ray shows mild cardiomegaly.""  ""pt pt c o feeling unusually warm with general weakness and occasional chest pain recent history of gastroenteritis physical examination reveals a temperature consistent at febrile state; no other significant findings except for tachycardia, normal S1/S2 heart sounds without murmurs auscultation clear lungs bilateral breath sound equal. EKG shows sinus rhythm.""  ""pt pt c o reporting general malaise and intermittent chest pain recent history of hypertension physical examination reveals a BP consistently in the hypert"
"""history pt c/o fatigue recent travel report mild dyspnea wnl normal temperature weight stable diet regular exercise no changes in bowel habits physical exam heart sounds S1/S2 clear lungs bilateral, but decreased breath sound at bases pitting edema absent neurological examination cranial nerves II-XII grossly intact extremities strength 5/500 mg/dL hemoglobin slightly low mild ankle swelling history of hypertension managed with lisinopril normal ECG report slight tachycardia occasional palpitations auscultation clear lungs no wheezes or crackles abdomen soft non-tender, normoactive bowel sounds peripheral pulses +1 bilaterally extremities warm capillary refill 2 seconds below ankles bilateral ecchymosis present mild scoliosis neurological exam unremarkable"""
"""history pt c/o joint pain recent hiking trip report temperature normal weight stable diet no changes in appetite physical examination shows tenderness at the right knee with swelling and warmth over it, range of motion limited by discomfort blood pressure within pre-hypertension stage on last visit ECG is nonspecific without ST or T wave abnormalities auscultation reveals a soft S3 heart sound lungs clear to minimal vesicular breath sounds abdomen normal bowel activity palpable pulses +2 bilaterally extremities warm capillary refill 1.5 seconds below ankles no rashes present neurological exam shows decreased sensation in lower limbs, reflexes are brisk"""
"""history pt c/o chest pain report temperature within reference range weight stable diet regular exercise history of smoking quit five years ago physical examination reveals a normal heart rhythm without murmurs or gallops lungs clear to auscultation bilaterally no wheezers rales pleural rubs abdomen soft non-tender, normoactive bowel sounds peripheral pulses +1 in both extremities capillary refill 2 seconds below ankles bilateral ecchymosis on shins neurological exam shows normal strength and sensation"""
"""history pt c/o shortness of breath report temperature within reference range weight stable diet regular exercise history negative for recent travel physical examination reveals clear lungs to auscultation bilaterally no wheezers rales pleural rubs abdomen soft non-tender, normoactive bowel sounds peripheral pulses +1 in both extremities capillary refill 2 seconds below ankles bilateral ecchymosis present neurological exam shows normal strength and sensation"""
"""history pt c/o intermittent claudication report temperature within reference range weight stable diet regular exercise physical examination reveals no edema or signs of heart failure lungs clear to auscultation bilaterally without wheezers rales ple"
"""pt reports mild intermittent chest pain history of hypertension recent weight loss fatigue occasional palpitations normal physical exam, BP 130/85 HRR regular rhythm no murmurs ausc clear bilaterally wnl"""
"""a pt with a past medical diagnosis for diabetes presents complaints regarding increased thirst and urination frequency. Recent HbA1C levels show poor control at last check-up; current symptoms include polyuria nocturesis weight loss despite normal diet, physical exam unremarkable except mild peripheral neuropathy in lower extremities."""
"""pt reports experiencing intermittent abdominal pain over the past month with no significant findings on recent ultrasound imaging. BP 120/80 HRR regular rhythm ausc clear bilaterally wnl"""
"""a pt complains of chronic back stiffness and occasional sharp pains, particularly after prolonged periods at work; physical exam reveals limited lumbar spine mobility but normal range without radiculopathy signs."""
"""pt reports frequent headaches with a history suggestive possible tension-type given the bilateral location. BP 135/85 HRR regular rhythm ausc clear bilaterally wnl"""
"""a pt presents for follow-up after an episode of syncope; physical exam shows no acute distress, normal vital parameters and neurological examination unremarkable."""
"""pt reports experiencing intermittent claudication in lower extremities with a history suggestive peripheral artery disease. Physical findings include diminished pedal pulses bilaterally without ulcerations or gangrene on foot inspection"""
"""a pt presents for evaluation of progressive hearing loss over the past six months, physical exam reveals normal tympanic membranes and no signs indicative otitis media; audiometric testing recommended."""
"""pt reports experiencing shortness breath with minimal exertion. Physical examination shows clear lungs bilaterally wnl ausc trachea midline without wheezes"""
"""a pt presents for evaluation of recurrent epigastric pain, physical exam reveals no tenderness or masses in the upper abdomen; HIDA scan recommended."""
"""pt reports experiencing intermittent joint stiffness and swelling particularly during cold weather. Physical examination shows normal range with mild effusion on knee right side wnl ausc"""
"""a pt presents for follow-up of recent diagnosis chronic kidney disease, physical exam reveals no edema or other abnormalities aside from trace proteinuria in urinalysis."""
"""pt reports experiencing frequent episodes colds and upper respiratory infections over the past year. Physical examination shows clear lungs bilaterally with normal heart sounds ausc"""
"""a pt presents for evaluation of recurrent urinary tract infection symptoms, physical exam reveals"
